# OpenSignals Text File Format. Version 1
# {"00:07:80:D8:A7:F9": {"sensor": ["BVP", "ECG"], "device name": "00:07:80:D8:A7:F9", "column": ["nSeq", "DI", "CH1", "CH5"], "sync interval": 2, "time": "10:12:4.635", "comments": "", "device connection": "/dev/tty.biosignalsplux-Bluetoot-1", "channels": [1, 5], "keywords": "", "mode": 0, "digital IO": [0, 1], "firmware version": 773, "device": "biosignalsplux", "position": 0, "sampling rate": 1000, "label": ["CH1", "CH5"], "resolution": [16, 16], "date": "2020-1-13", "special": [{}, {}]}}
# EndOfHeader
0	0	32780	24797	
1	0	32784	24956	
2	0	32772	25028	
3	0	32772	25270	
4	0	32772	25456	
5	0	32768	25764	
6	0	32764	26106	
7	0	32768	26606	
8	0	32768	27264	
9	0	32757	28162	
10	0	32756	29008	
11	0	32760	29740	
12	0	32746	30305	
13	0	32754	30632	
14	0	32746	30940	
15	0	32746	31016	
16	0	32746	31045	
17	0	32748	31314	
18	0	32752	31200	
19	0	32748	31488	
20	0	32748	31362	
21	0	32752	31624	
22	0	32744	31512	
23	0	32744	31756	
24	0	32742	31608	
25	0	32740	31834	
26	0	32740	31641	
27	0	32736	31872	
28	0	32744	31712	
29	0	32736	31986	
30	0	32752	31922	
31	0	32752	32016	
32	0	32748	32285	
33	0	32752	32160	
34	0	32756	32416	
35	0	32749	32572	
36	0	32762	32532	
37	0	32764	32844	
38	0	32772	32728	
39	0	32768	33049	
40	0	32772	32994	
41	0	32776	33336	
42	0	32778	33226	
43	0	32776	33432	
44	0	32784	33522	
45	0	32788	33490	
46	0	32780	33712	
47	0	32784	33704	
48	0	32776	33908	
49	0	32764	33920	
50	0	32784	33952	
51	0	32772	34216	
52	0	32780	34120	
53	0	32776	34452	
54	0	32781	34300	
55	0	32772	34632	
56	0	32772	34448	
57	0	32772	34784	
58	0	32768	34656	
59	0	32760	34992	
60	0	32760	34852	
61	0	32760	35088	
62	0	32756	35012	
63	0	32752	35008	
64	0	32749	35160	
65	0	32752	34976	
66	0	32744	35200	
67	0	32740	34920	
68	0	32748	35140	
69	0	32740	34872	
70	0	32748	35012	
71	0	32740	34780	
72	0	32740	34924	
73	0	32748	34698	
74	0	32733	34817	
75	0	32740	34832	
76	0	32736	34602	
77	0	32730	34818	
78	0	32736	34528	
79	0	32750	34754	
80	0	32748	34452	
81	0	32740	34676	
82	0	32756	34396	
83	0	32754	34548	
84	0	32756	34288	
85	0	32764	34456	
86	0	32756	34128	
87	0	32776	34276	
88	0	32780	33948	
89	0	32780	34096	
90	0	32784	33788	
91	0	32780	33948	
92	0	32792	33650	
